Time,company,Open,High,Low,Last,Close,Volume
2024-04-25 17:27:19,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 17:42:24,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 17:57:29,Vestas Wind Systems A/S (VWS),181.3,183.6,177.8,177.8,181.1,1006473655.0
2024-04-25 18:12:34,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:27:39,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:42:44,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 18:57:49,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:12:55,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:27:59,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:43:05,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 19:55:21,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 20:10:27,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 20:25:32,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 20:40:38,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 20:55:43,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 21:10:48,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 21:25:56,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 21:41:00,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 21:56:05,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 22:11:10,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 22:26:15,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 22:41:19,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 22:56:24,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 23:11:29,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 23:26:34,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 23:41:38,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-25 23:56:43,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-26 00:11:48,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-26 00:26:53,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
2024-04-26 00:41:57,Vestas Wind Systems A/S (VWS),181.3,183.6,177.6,177.6,181.1,1006473655.0
